sequenceID	source.name	genotype	length
JX839778	ncbi-curated-short	ECSA	1014
JX839779	ncbi-curated-short	ECSA	1014
JX839780	ncbi-curated-short	ECSA	1014
JX839781	ncbi-curated-short	ECSA	1014
JX839782	ncbi-curated-short	ECSA	1014
JX839783	ncbi-curated-short	ECSA	1014
JX839784	ncbi-curated-short	ECSA	1014
JX839785	ncbi-curated-short	ECSA	1014
JX839786	ncbi-curated-short	ECSA	1014
JX839787	ncbi-curated-short	ECSA	1014
JX839788	ncbi-curated-short	ECSA	1014
JX839789	ncbi-curated-short	ECSA	1014
JX839790	ncbi-curated-short	ECSA	1014
JX839791	ncbi-curated-short	ECSA	1014
JX839792	ncbi-curated-short	ECSA	1014
JX839793	ncbi-curated-short	ECSA	1014
JX839794	ncbi-curated-short	ECSA	1014
JX839795	ncbi-curated-short	ECSA	1014
JX839796	ncbi-curated-short	ECSA	1014
JX839797	ncbi-curated-short	ECSA	1014
JX839798	ncbi-curated-short	ECSA	1014
JX839799	ncbi-curated-short	ECSA	1014
JX839800	ncbi-curated-short	ECSA	1014
JX839801	ncbi-curated-short	ECSA	1014
JX839802	ncbi-curated-short	ECSA	1014
JX839803	ncbi-curated-short	ECSA	1014
JX839804	ncbi-curated-short	ECSA	1014
JX839805	ncbi-curated-short	ECSA	1014
JX839806	ncbi-curated-short	ECSA	1014
JX839807	ncbi-curated-short	ECSA	1014
JX839808	ncbi-curated-short	ECSA	1014
JX839809	ncbi-curated-short	ECSA	1014
JX839810	ncbi-curated-short	ECSA	1014
JX839811	ncbi-curated-short	ECSA	1014
JX839812	ncbi-curated-short	ECSA	1014
JX839813	ncbi-curated-short	ECSA	1014
JX839814	ncbi-curated-short	ECSA	1014
JX839815	ncbi-curated-short	ECSA	1014
JX839816	ncbi-curated-short	ECSA	1014
JX839817	ncbi-curated-short	ECSA	1014
JX839818	ncbi-curated-short	ECSA	1014
JX839819	ncbi-curated-short	ECSA	1014
JX839820	ncbi-curated-short	ECSA	1014
JX839821	ncbi-curated-short	ECSA	1014
JX839822	ncbi-curated-short	ECSA	1014
JX839823	ncbi-curated-short	ECSA	1014
JX839824	ncbi-curated-short	ECSA	1014
JX839825	ncbi-curated-short	ECSA	1014
JX839826	ncbi-curated-short	ECSA	1014
JX839827	ncbi-curated-short	ECSA	1014
JX839828	ncbi-curated-short	ECSA	1014
JX839829	ncbi-curated-short	ECSA	1014
KC285189	ncbi-curated-short	-	1269
KC285190	ncbi-curated-short	-	1266
KC285191	ncbi-curated-short	-	1266
KC285192	ncbi-curated-short	-	1269
KC285193	ncbi-curated-short	-	1260
KC285194	ncbi-curated-short	-	1266
KC352904	ncbi-curated-short	Asian	2414
KC524770	ncbi-curated-short	ECSA	924
KC524771	ncbi-curated-short	ECSA	924
KC524772	ncbi-curated-short	ECSA	924
KC731581	ncbi-curated-short	ECSA	1320
KC731582	ncbi-curated-short	ECSA	1320
KC731583	ncbi-curated-short	ECSA	1320
KC731584	ncbi-curated-short	ECSA	1320
KC731585	ncbi-curated-short	ECSA	1320
KC731586	ncbi-curated-short	ECSA	1320
KC810970	ncbi-curated-short	ECSA	1317
KC814929	ncbi-curated-short	ECSA	800
KC879559	ncbi-curated-short	Asian	3711
KC879560	ncbi-curated-short	Asian	3711
KC879561	ncbi-curated-short	Asian	3711
KC879562	ncbi-curated-short	Asian	3711
KC879563	ncbi-curated-short	Asian	3711
KC879564	ncbi-curated-short	Asian	3711
KC879565	ncbi-curated-short	Asian	3711
KC879566	ncbi-curated-short	Asian	3711
KC879567	ncbi-curated-short	Asian	3711
KC879568	ncbi-curated-short	Asian	3711
KC879569	ncbi-curated-short	Asian	3711
KC879570	ncbi-curated-short	Asian	3711
KC879571	ncbi-curated-short	Asian	3711
KC879572	ncbi-curated-short	Asian	3711
KC879573	ncbi-curated-short	Asian	1320
KC879574	ncbi-curated-short	Asian	1320
KC879575	ncbi-curated-short	Asian	1320
KC879576	ncbi-curated-short	Asian	1236
KC879577	ncbi-curated-short	Asian	1320
KC879578	ncbi-curated-short	Asian	1320
KC969207	ncbi-curated-short	Asian	1522
KC969208	ncbi-curated-short	ECSA	1522
KC999036	ncbi-curated-short	ECSA	565
KF151176	ncbi-curated-short	ECSA	1353
KF151177	ncbi-curated-short	ECSA	1354
KF151178	ncbi-curated-short	ECSA	1353
KF305686	ncbi-curated-short	ECSA	612
KF305687	ncbi-curated-short	ECSA	612
KF305688	ncbi-curated-short	ECSA	612
KF305689	ncbi-curated-short	ECSA	612
KF305690	ncbi-curated-short	ECSA	612
KF305691	ncbi-curated-short	ECSA	612
KF305692	ncbi-curated-short	ECSA	612
KF305693	ncbi-curated-short	ECSA	612
KF305694	ncbi-curated-short	ECSA	612
KF305695	ncbi-curated-short	ECSA	612
KF305696	ncbi-curated-short	ECSA	612
KF305697	ncbi-curated-short	ECSA	612
KF305698	ncbi-curated-short	ECSA	612
KF305699	ncbi-curated-short	ECSA	612
KF305700	ncbi-curated-short	ECSA	612
KF305701	ncbi-curated-short	ECSA	612
KF305702	ncbi-curated-short	ECSA	612
KF305703	ncbi-curated-short	ECSA	612
KF305704	ncbi-curated-short	ECSA	612
KF305705	ncbi-curated-short	ECSA	612
KF425514	ncbi-curated-short	ECSA	3747
KF543374	ncbi-curated-short	ECSA	530
KF578457	ncbi-curated-short	ECSA	3747
KF578458	ncbi-curated-short	ECSA	3747
KF578459	ncbi-curated-short	ECSA	3747
KF578460	ncbi-curated-short	ECSA	1320
KF578461	ncbi-curated-short	ECSA	1320
KF578462	ncbi-curated-short	ECSA	1320
KF818472	ncbi-curated-short	ECSA	3747
KF818473	ncbi-curated-short	ECSA	3747
KF818474	ncbi-curated-short	ECSA	3747
KF818475	ncbi-curated-short	ECSA	3747
KF925286	ncbi-curated-short	ECSA	918
KF925287	ncbi-curated-short	ECSA	943
KF925288	ncbi-curated-short	ECSA	927
KF925289	ncbi-curated-short	ECSA	943
KF925290	ncbi-curated-short	ECSA	943
KF925291	ncbi-curated-short	ECSA	943
KF925292	ncbi-curated-short	ECSA	932
KF925293	ncbi-curated-short	ECSA	945
KF925294	ncbi-curated-short	ECSA	923
KF925295	ncbi-curated-short	ECSA	941
KF925296	ncbi-curated-short	ECSA	928
KF925297	ncbi-curated-short	ECSA	938
KF925298	ncbi-curated-short	ECSA	954
KF925299	ncbi-curated-short	ECSA	943
KF925300	ncbi-curated-short	ECSA	943
KF925301	ncbi-curated-short	ECSA	718
KF925302	ncbi-curated-short	ECSA	708
KF925303	ncbi-curated-short	ECSA	708
KF925304	ncbi-curated-short	ECSA	718
KF925305	ncbi-curated-short	ECSA	713
KF925306	ncbi-curated-short	ECSA	709
KF925307	ncbi-curated-short	ECSA	716
KF925308	ncbi-curated-short	ECSA	712
KF925309	ncbi-curated-short	ECSA	700
KF925310	ncbi-curated-short	ECSA	716
KF925311	ncbi-curated-short	ECSA	716
KF925312	ncbi-curated-short	ECSA	712
KF925313	ncbi-curated-short	ECSA	713
KF925314	ncbi-curated-short	ECSA	718
KF925315	ncbi-curated-short	ECSA	707
KJ508819	ncbi-curated-short	ECSA	921
KJ508820	ncbi-curated-short	ECSA	921
KJ508821	ncbi-curated-short	ECSA	921
KJ939333	ncbi-curated-short	Asian	1308
KM014692	ncbi-curated-short	Asian	1320
KM014693	ncbi-curated-short	Asian	1320
KM014694	ncbi-curated-short	Asian	1320
KM014695	ncbi-curated-short	Asian	1320
KM014696	ncbi-curated-short	Asian	1320
KM258100	ncbi-curated-short	ECSA	555
KM258101	ncbi-curated-short	ECSA	554
KM258102	ncbi-curated-short	ECSA	509
KM258105	ncbi-curated-short	ECSA	543
KM258106	ncbi-curated-short	ECSA	534
KM258107	ncbi-curated-short	ECSA	548
KM258108	ncbi-curated-short	ECSA	525
KM258109	ncbi-curated-short	ECSA	537
KM258111	ncbi-curated-short	ECSA	504
KM258112	ncbi-curated-short	ECSA	556
KM258113	ncbi-curated-short	ECSA	537
KM258114	ncbi-curated-short	ECSA	556
KM258115	ncbi-curated-short	ECSA	536
KM258116	ncbi-curated-short	ECSA	556
KM258117	ncbi-curated-short	ECSA	555
KM258118	ncbi-curated-short	ECSA	547
KM258119	ncbi-curated-short	ECSA	545
KM267638	ncbi-curated-short	Asian	514
KM985619	ncbi-curated-short	Asian	1308
KM985981	ncbi-curated-short	Asian	1275
KM985982	ncbi-curated-short	Asian	1287
KP252141	ncbi-curated-short	Asian	1518
KP252142	ncbi-curated-short	Asian	1518
KP276676	ncbi-curated-short	Asian	1320
KP276677	ncbi-curated-short	Asian	1320
KP336549	ncbi-curated-short	ECSA	957
KP336550	ncbi-curated-short	ECSA	972
KP336551	ncbi-curated-short	ECSA	955
KP336552	ncbi-curated-short	ECSA	971
KP336553	ncbi-curated-short	ECSA	972
KP336554	ncbi-curated-short	ECSA	969
KP336555	ncbi-curated-short	ECSA	948
KP336556	ncbi-curated-short	ECSA	962
KP685237	ncbi-curated-short	ECSA	1320
KP702204	ncbi-curated-short	ECSA	1569
KP702205	ncbi-curated-short	ECSA	1611
KP843110	ncbi-curated-short	-	941
KP843111	ncbi-curated-short	ECSA	986
KP843112	ncbi-curated-short	ECSA	993
KR002040	ncbi-curated-short	Asian	2940
KR706558	ncbi-curated-short	ECSA	551
KR706559	ncbi-curated-short	ECSA	551
KR706560	ncbi-curated-short	ECSA	551
KR706561	ncbi-curated-short	ECSA	551
KR818091	ncbi-curated-short	ECSA	1093
KR818092	ncbi-curated-short	ECSA	510
KR818093	ncbi-curated-short	ECSA	513
KT175539	ncbi-curated-short	Asian	1320
KT175540	ncbi-curated-short	Asian	1320
KT175541	ncbi-curated-short	Asian	1320
KT192708	ncbi-curated-short	Asian	1353
KT192709	ncbi-curated-short	Asian	1353
KT192710	ncbi-curated-short	Asian	1353
KT192711	ncbi-curated-short	Asian	1353
KT192712	ncbi-curated-short	Asian	1353
KT192713	ncbi-curated-short	Asian	1353
KT192714	ncbi-curated-short	Asian	1353
KT192715	ncbi-curated-short	Asian	1353
KT192716	ncbi-curated-short	Asian	1353
KT192717	ncbi-curated-short	Asian	1353
KT192718	ncbi-curated-short	Asian	1353
KT192719	ncbi-curated-short	Asian	1353
KT192720	ncbi-curated-short	Asian	1353
KT192721	ncbi-curated-short	Asian	1353
KT192722	ncbi-curated-short	Asian	1353
KT192723	ncbi-curated-short	Asian	1353
KT192724	ncbi-curated-short	Asian	1353
KT192725	ncbi-curated-short	Asian	1353
KT192726	ncbi-curated-short	Asian	1353
KT192727	ncbi-curated-short	Asian	1353
KT192728	ncbi-curated-short	Asian	1353
KT192729	ncbi-curated-short	Asian	1353
KT192730	ncbi-curated-short	Asian	1353
KT192731	ncbi-curated-short	Asian	1353
KT192732	ncbi-curated-short	Asian	1353
KT192733	ncbi-curated-short	Asian	1353
KT192734	ncbi-curated-short	Asian	1353
KT192735	ncbi-curated-short	Asian	1353
KT192736	ncbi-curated-short	Asian	1353
KT192737	ncbi-curated-short	Asian	1353
KT192738	ncbi-curated-short	Asian	1353
KT192739	ncbi-curated-short	Asian	1353
KT192740	ncbi-curated-short	Asian	1353
KT211023	ncbi-curated-short	Asian	1320
KT211024	ncbi-curated-short	Asian	1320
KT211025	ncbi-curated-short	Asian	1320
KT211026	ncbi-curated-short	Asian	1320
KT211027	ncbi-curated-short	Asian	1320
KT211028	ncbi-curated-short	Asian	1320
KT211029	ncbi-curated-short	Asian	1320
KT211030	ncbi-curated-short	Asian	1320
KT211031	ncbi-curated-short	Asian	1320
KT211032	ncbi-curated-short	Asian	1320
KT211033	ncbi-curated-short	Asian	1320
KT211034	ncbi-curated-short	Asian	1320
KT211035	ncbi-curated-short	Asian	1320
KT211036	ncbi-curated-short	Asian	1320
KT211037	ncbi-curated-short	Asian	1320
KT211038	ncbi-curated-short	Asian	1320
KT211039	ncbi-curated-short	Asian	1320
KT211040	ncbi-curated-short	Asian	1320
KT211041	ncbi-curated-short	Asian	1320
KT211042	ncbi-curated-short	Asian	1320
KT211043	ncbi-curated-short	Asian	1320
KT211044	ncbi-curated-short	Asian	1320
KT211045	ncbi-curated-short	Asian	1320
KT211046	ncbi-curated-short	Asian	1320
KT211047	ncbi-curated-short	Asian	1320
KT211048	ncbi-curated-short	Asian	1320
KT211049	ncbi-curated-short	Asian	1320
KT211050	ncbi-curated-short	Asian	1320
KT211051	ncbi-curated-short	Asian	1320
KT218522	ncbi-curated-short	ECSA	568
KT218523	ncbi-curated-short	ECSA	568
KT218524	ncbi-curated-short	ECSA	568
KT218525	ncbi-curated-short	ECSA	568
KT247378	ncbi-curated-short	Asian	1733
KT247379	ncbi-curated-short	Asian	1756
KT247380	ncbi-curated-short	Asian	1758
KT247381	ncbi-curated-short	Asian	1714
KT247382	ncbi-curated-short	Asian	1701
KT247383	ncbi-curated-short	Asian	1734
KT247384	ncbi-curated-short	Asian	1732
KT247385	ncbi-curated-short	Asian	1735
KT336783	ncbi-curated-short	ECSA	2772
KT336784	ncbi-curated-short	ECSA	2772
KT336785	ncbi-curated-short	ECSA	2772
KT336786	ncbi-curated-short	ECSA	2772
KT336787	ncbi-curated-short	ECSA	2772
KT336788	ncbi-curated-short	ECSA	2772
KT336789	ncbi-curated-short	ECSA	2772
KT336790	ncbi-curated-short	ECSA	2772
KT336791	ncbi-curated-short	ECSA	2772
KT336792	ncbi-curated-short	ECSA	2772
KT336793	ncbi-curated-short	ECSA	2772
KT336794	ncbi-curated-short	ECSA	2772
KT336795	ncbi-curated-short	ECSA	2772
KT336796	ncbi-curated-short	ECSA	2772
KT336797	ncbi-curated-short	ECSA	2772
KT336798	ncbi-curated-short	ECSA	2772
KT336799	ncbi-curated-short	ECSA	2772
KT444685	ncbi-curated-short	Asian	1743
KT444686	ncbi-curated-short	Asian	1294
KT444687	ncbi-curated-short	Asian	1745
KT444688	ncbi-curated-short	Asian	1753
KT444689	ncbi-curated-short	Asian	1768
KT876070	ncbi-curated-short	Asian	767
KU196259	ncbi-curated-short	ECSA	517
KU196260	ncbi-curated-short	ECSA	517
KU196261	ncbi-curated-short	ECSA	517
KU196262	ncbi-curated-short	ECSA	517
KU196263	ncbi-curated-short	ECSA	517
KU196264	ncbi-curated-short	ECSA	517
KU196265	ncbi-curated-short	ECSA	517
KU196266	ncbi-curated-short	ECSA	517
KU196267	ncbi-curated-short	ECSA	517
KU196268	ncbi-curated-short	ECSA	517
KU295117	ncbi-curated-short	Asian	3747
KU295118	ncbi-curated-short	Asian	3747
KU295119	ncbi-curated-short	Asian	3747
KU295120	ncbi-curated-short	Asian	3747
KU295121	ncbi-curated-short	Asian	3747
KU295122	ncbi-curated-short	Asian	3747
KU295123	ncbi-curated-short	Asian	3747
KU295124	ncbi-curated-short	Asian	3747
KU295125	ncbi-curated-short	Asian	3747
KU295126	ncbi-curated-short	Asian	3747
KU295127	ncbi-curated-short	Asian	3747
KU295128	ncbi-curated-short	Asian	3747
KU295129	ncbi-curated-short	Asian	3747
KU295130	ncbi-curated-short	Asian	3747
KU518330	ncbi-curated-short	Asian	1679
KU518331	ncbi-curated-short	Asian	1679
KU518332	ncbi-curated-short	Asian	1679
KU518333	ncbi-curated-short	Asian	1679
KU518334	ncbi-curated-short	Asian	1679
KU518335	ncbi-curated-short	Asian	1679
KU518336	ncbi-curated-short	Asian	1679
KU518337	ncbi-curated-short	Asian	1679
KU518338	ncbi-curated-short	Asian	1679
KU518339	ncbi-curated-short	Asian	1679
KU518340	ncbi-curated-short	Asian	1679
KU518341	ncbi-curated-short	Asian	1679
KU518342	ncbi-curated-short	Asian	1679
KU518343	ncbi-curated-short	Asian	1679
KU561427	ncbi-curated-short	ECSA	3747
KU561428	ncbi-curated-short	ECSA	3747
KU561429	ncbi-curated-short	ECSA	3747
KU561430	ncbi-curated-short	ECSA	3747
KU561431	ncbi-curated-short	ECSA	3747
KU561432	ncbi-curated-short	ECSA	3747
KU561433	ncbi-curated-short	ECSA	3747
KU561434	ncbi-curated-short	ECSA	3747
KU561435	ncbi-curated-short	ECSA	3747
KU561436	ncbi-curated-short	Asian	3747
KU561437	ncbi-curated-short	Asian	3747
KU561438	ncbi-curated-short	Asian	3747
KU561439	ncbi-curated-short	Asian	3747
KU561440	ncbi-curated-short	Asian	3747
KU561441	ncbi-curated-short	Asian	3747
KU561442	ncbi-curated-short	Asian	3747
KU561443	ncbi-curated-short	Asian	3747
KU561444	ncbi-curated-short	Asian	3747
KU561445	ncbi-curated-short	Asian	3747
KU561446	ncbi-curated-short	Asian	3747
KU561447	ncbi-curated-short	Asian	3747
KU561448	ncbi-curated-short	Asian	3747
KU561449	ncbi-curated-short	Asian	3747
KU561450	ncbi-curated-short	Asian	3747
KU561451	ncbi-curated-short	Asian	3747
KU561452	ncbi-curated-short	Asian	3747
KU561453	ncbi-curated-short	Asian	3747
KU561454	ncbi-curated-short	Asian	3747
KU561455	ncbi-curated-short	Asian	3747
KU561456	ncbi-curated-short	Asian	3747
KU561457	ncbi-curated-short	Asian	3747
KU561458	ncbi-curated-short	Asian	3747
KU561459	ncbi-curated-short	Asian	3747
KU561460	ncbi-curated-short	Asian	3747
KU561461	ncbi-curated-short	Asian	3747
KU561462	ncbi-curated-short	Asian	3747
KU561463	ncbi-curated-short	Asian	3747
KU561464	ncbi-curated-short	Asian	3747
KU561465	ncbi-curated-short	Asian	3747
KU561466	ncbi-curated-short	Asian	3747
KU724228	ncbi-curated-short	Asian	696
KU724229	ncbi-curated-short	Asian	696
KU724230	ncbi-curated-short	Asian	696
KU724231	ncbi-curated-short	Asian	696
KU724232	ncbi-curated-short	Asian	696
KU724233	ncbi-curated-short	Asian	696
KU724234	ncbi-curated-short	Asian	696
KU724235	ncbi-curated-short	Asian	696
KU724236	ncbi-curated-short	Asian	696
KU724237	ncbi-curated-short	Asian	696
KU724238	ncbi-curated-short	Asian	696
KU724239	ncbi-curated-short	Asian	696
KU724240	ncbi-curated-short	Asian	696
KU724241	ncbi-curated-short	Asian	696
KU724242	ncbi-curated-short	Asian	696
KU724243	ncbi-curated-short	Asian	696
KU724244	ncbi-curated-short	Asian	696
KU724245	ncbi-curated-short	Asian	696
KU724246	ncbi-curated-short	Asian	696
KU724247	ncbi-curated-short	Asian	696
KU724248	ncbi-curated-short	Asian	696
KU724249	ncbi-curated-short	Asian	696
KU724250	ncbi-curated-short	Asian	696
KU724251	ncbi-curated-short	Asian	696
KU724252	ncbi-curated-short	Asian	696
KU724253	ncbi-curated-short	Asian	696
KU724254	ncbi-curated-short	Asian	696
KU724255	ncbi-curated-short	Asian	696
KU724256	ncbi-curated-short	Asian	696
KU724257	ncbi-curated-short	Asian	696
KU724258	ncbi-curated-short	Asian	696
KU724259	ncbi-curated-short	Asian	696
KU724260	ncbi-curated-short	Asian	696
KU724261	ncbi-curated-short	Asian	696
KU724262	ncbi-curated-short	Asian	696
KU724263	ncbi-curated-short	Asian	696
KU724264	ncbi-curated-short	Asian	696
KU724265	ncbi-curated-short	Asian	696
KU724266	ncbi-curated-short	Asian	696
KU727168	ncbi-curated-short	Asian	522
KU727169	ncbi-curated-short	Asian	522
KU727170	ncbi-curated-short	Asian	522
KU727171	ncbi-curated-short	Asian	522
KU727172	ncbi-curated-short	Asian	522
KU727173	ncbi-curated-short	Asian	522
KU955432	ncbi-curated-short	ECSA	920
KU955433	ncbi-curated-short	ECSA	920
KU955434	ncbi-curated-short	ECSA	920
KU955435	ncbi-curated-short	ECSA	920
KU955436	ncbi-curated-short	ECSA	920
KU955437	ncbi-curated-short	ECSA	920
KU955438	ncbi-curated-short	ECSA	920
KU955439	ncbi-curated-short	ECSA	920
KU955440	ncbi-curated-short	ECSA	920
KU955441	ncbi-curated-short	ECSA	920
KU955442	ncbi-curated-short	ECSA	920
KU955443	ncbi-curated-short	ECSA	920
KU955444	ncbi-curated-short	ECSA	920
KU955445	ncbi-curated-short	ECSA	920
KU955446	ncbi-curated-short	ECSA	920
KU955447	ncbi-curated-short	ECSA	920
KU955448	ncbi-curated-short	ECSA	920
KU955449	ncbi-curated-short	ECSA	920
KU955450	ncbi-curated-short	ECSA	920
KU955451	ncbi-curated-short	ECSA	920
KU955452	ncbi-curated-short	ECSA	920
KU955453	ncbi-curated-short	ECSA	920
KU955454	ncbi-curated-short	ECSA	920
KU955455	ncbi-curated-short	ECSA	920
KU955456	ncbi-curated-short	ECSA	920
KU955457	ncbi-curated-short	ECSA	920
KU955458	ncbi-curated-short	ECSA	920
KU955459	ncbi-curated-short	ECSA	920
KU955460	ncbi-curated-short	ECSA	920
KU955461	ncbi-curated-short	ECSA	920
KU955462	ncbi-curated-short	ECSA	920
KU955463	ncbi-curated-short	ECSA	920
KX097981	ncbi-curated-short	Asian	1320
KX097983	ncbi-curated-short	Asian	1320
KX097984	ncbi-curated-short	Asian	1320
KX097985	ncbi-curated-short	Asian	1320
KX097987	ncbi-curated-short	Asian	1320
KX255061	ncbi-curated-short	Asian	1877
KX255062	ncbi-curated-short	Asian	1514
KX255063	ncbi-curated-short	Asian	1827
KX296735	ncbi-curated-short	Asian	879
KX296736	ncbi-curated-short	Asian	854
KX296737	ncbi-curated-short	Asian	880
KX296738	ncbi-curated-short	Asian	853
KX296739	ncbi-curated-short	Asian	853
KX296740	ncbi-curated-short	Asian	853
KX296741	ncbi-curated-short	Asian	656
KX355507	ncbi-curated-short	Asian	1646
KX355508	ncbi-curated-short	Asian	1646
KX355509	ncbi-curated-short	Asian	1646
KX355510	ncbi-curated-short	Asian	1646
KX355511	ncbi-curated-short	Asian	1646
KX355512	ncbi-curated-short	Asian	1646
KX355513	ncbi-curated-short	Asian	1646
KX355514	ncbi-curated-short	Asian	1646
KX355515	ncbi-curated-short	Asian	1646
KX355516	ncbi-curated-short	Asian	1646
KX355776	ncbi-curated-short	ECSA	1605
KX355777	ncbi-curated-short	ECSA	1605
KX355778	ncbi-curated-short	ECSA	1605
KX355779	ncbi-curated-short	ECSA	1605
KX355780	ncbi-curated-short	ECSA	1605
KX355781	ncbi-curated-short	ECSA	1605
KX355782	ncbi-curated-short	ECSA	1605
KX355783	ncbi-curated-short	ECSA	1605
KX355784	ncbi-curated-short	ECSA	1605
KX355785	ncbi-curated-short	ECSA	1605
KX355786	ncbi-curated-short	ECSA	1605
KX355787	ncbi-curated-short	ECSA	1605
KX355788	ncbi-curated-short	ECSA	1605
KX355789	ncbi-curated-short	ECSA	1605
KX355790	ncbi-curated-short	ECSA	1605
KX355791	ncbi-curated-short	ECSA	1605
KX355792	ncbi-curated-short	ECSA	1605
KX358408	ncbi-curated-short	ECSA	817
KX358409	ncbi-curated-short	ECSA	823
KX358410	ncbi-curated-short	ECSA	816
KX358411	ncbi-curated-short	ECSA	816
KX358412	ncbi-curated-short	ECSA	834
KX358413	ncbi-curated-short	ECSA	742
KX358414	ncbi-curated-short	ECSA	844
KX358415	ncbi-curated-short	ECSA	814
KX358416	ncbi-curated-short	ECSA	864
KX358417	ncbi-curated-short	ECSA	894
KX358418	ncbi-curated-short	ECSA	867
KX358419	ncbi-curated-short	ECSA	867
KX358420	ncbi-curated-short	ECSA	827
KX358421	ncbi-curated-short	ECSA	877
KX358422	ncbi-curated-short	ECSA	881
KX358423	ncbi-curated-short	ECSA	857
KX358424	ncbi-curated-short	ECSA	820
KX358425	ncbi-curated-short	ECSA	821
KX713902	ncbi-curated-short	Asian	992
KX772760	ncbi-curated-short	Asian	1042
KX772761	ncbi-curated-short	Asian	1042
KX772762	ncbi-curated-short	Asian	1003
KX772763	ncbi-curated-short	Asian	1042
KX772764	ncbi-curated-short	Asian	1042
KX925219	ncbi-curated-short	ECSA	1305
KY039475	ncbi-curated-short	ECSA	837
KY052024	ncbi-curated-short	ECSA	1605
KY131437	ncbi-curated-short	ECSA	1743
KY131438	ncbi-curated-short	ECSA	1743
KY131439	ncbi-curated-short	ECSA	1743
KY131440	ncbi-curated-short	ECSA	1743
KY421925	ncbi-curated-short	ECSA	1562
KY645999	ncbi-curated-short	Asian	1285
KY646000	ncbi-curated-short	Asian	1285
KY649628	ncbi-curated-short	Asian	1041
KY649629	ncbi-curated-short	Asian	1041
KY649630	ncbi-curated-short	Asian	1045
KY741544	ncbi-curated-short	ECSA	1020
KY741545	ncbi-curated-short	ECSA	1020
KY741546	ncbi-curated-short	ECSA	1020
KY741547	ncbi-curated-short	ECSA	1020
KY741548	ncbi-curated-short	ECSA	1020
KY741549	ncbi-curated-short	ECSA	1020
KY741550	ncbi-curated-short	ECSA	1020
KY741551	ncbi-curated-short	ECSA	1020
KY741552	ncbi-curated-short	ECSA	1020
KY771103	ncbi-curated-short	ECSA	1743
KY885022	ncbi-curated-short	Asian	1320
KY885023	ncbi-curated-short	Asian	1320
KY885024	ncbi-curated-short	Asian	1320
KY885025	ncbi-curated-short	Asian	1320
KY885026	ncbi-curated-short	Asian	1320
KY885027	ncbi-curated-short	Asian	1320
LC064714	ncbi-curated-short	Asian	733
LC064715	ncbi-curated-short	Asian	733
LC064716	ncbi-curated-short	Asian	733
LC064717	ncbi-curated-short	Asian	727
LC064718	ncbi-curated-short	Asian	725
LC064719	ncbi-curated-short	Asian	733
LC064720	ncbi-curated-short	Asian	733
LC064721	ncbi-curated-short	Asian	733
LC064722	ncbi-curated-short	Asian	733
LC064723	ncbi-curated-short	ECSA	733
LC064724	ncbi-curated-short	Asian	733
LC064725	ncbi-curated-short	Asian	733
LC064726	ncbi-curated-short	ECSA	733
LC064727	ncbi-curated-short	ECSA	732
LC064728	ncbi-curated-short	Asian	733
LC064729	ncbi-curated-short	Asian	733
LC064730	ncbi-curated-short	Asian	733
LC064731	ncbi-curated-short	Asian	733
LC064732	ncbi-curated-short	Asian	733
